latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
36.8474,29.44319,301.78,1.46,1.19,2023-10-07,3,Aqua,MODIS,44,6.1NRT,286.37,11.54,N
37.7303,37.84777,313.51,1.18,1.08,2023-10-07,3,Aqua,MODIS,87,6.1NRT,285.78,18.27,N
37.73259,37.83482,317.46,1.18,1.08,2023-10-07,3,Aqua,MODIS,95,6.1NRT,286.12,22.52,N
28.91366,20.95634,300.87,4.25,1.91,2023-10-07,5,Aqua,MODIS,22,6.1NRT,286.48,47.09,N
28.91857,20.96127,301.42,4.25,1.91,2023-10-07,5,Aqua,MODIS,41,6.1NRT,286.94,51.81,N
7.15303,30.24538,319.69,1.27,1.12,2023-10-07,9,Aqua,MODIS,99,6.1NRT,294.26,24.42,N
7.15476,30.2341,314.13,1.27,1.12,2023-10-07,9,Aqua,MODIS,88,6.1NRT,293.25,17.23,N
7.16123,30.25821,319.27,1.28,1.12,2023-10-07,9,Aqua,MODIS,98,6.1NRT,293.84,23.66,N
7.16296,30.24691,311.88,1.27,1.12,2023-10-07,9,Aqua,MODIS,83,6.1NRT,292.48,14.57,N
7.17117,30.25975,310.27,1.28,1.12,2023-10-07,9,Aqua,MODIS,57,6.1NRT,292.64,12.67,N
7.18111,30.26128,307.77,1.28,1.12,2023-10-07,9,Aqua,MODIS,72,6.1NRT,292.34,10.93,N
7.18197,30.25663,303.31,1.27,1.12,2023-10-07,9,Aqua,MODIS,52,6.1NRT,292.03,7.09,N
-1.41412,29.21352,339.23,1.45,1.19,2023-10-07,11,Aqua,MODIS,100,6.1NRT,269.49,79.11,N
-1.41218,29.20059,331.79,1.44,1.19,2023-10-07,11,Aqua,MODIS,100,6.1NRT,269.73,58.59,N
-1.40917,29.20833,355.04,1.45,1.19,2023-10-07,11,Aqua,MODIS,100,6.1NRT,276.99,134.49,N
-1.40737,29.19571,301.19,1.44,1.19,2023-10-07,11,Aqua,MODIS,39,6.1NRT,267.95,13.61,N
-1.40365,29.21541,324.78,1.45,1.19,2023-10-07,11,Aqua,MODIS,79,6.1NRT,270.12,43.58,N
-1.40167,29.20212,320.86,1.44,1.19,2023-10-07,11,Aqua,MODIS,77,6.1NRT,269.63,36.91,N
-10.19127,30.5355,305.76,2.51,1.52,2023-10-07,13,Aqua,MODIS,66,6.1NRT,286.95,31.79,N
-10.18574,30.53097,308.17,2.51,1.52,2023-10-07,13,Aqua,MODIS,74,6.1NRT,286.72,35.96,N
-12.07254,26.4068,302.67,1.32,1.14,2023-10-07,16,Aqua,MODIS,46,6.1NRT,291.09,8.65,N
-12.07095,26.39498,302.67,1.32,1.14,2023-10-07,16,Aqua,MODIS,49,6.1NRT,288.46,9.14,N
-20.05358,21.61209,316.66,1,1,2023-10-07,18,Aqua,MODIS,94,6.1NRT,288.95,16.69,N
-20.05219,21.6026,310.12,1,1,2023-10-07,18,Aqua,MODIS,79,6.1NRT,288.45,11.43,N
-20.00572,21.34867,300.69,1,1,2023-10-07,18,Aqua,MODIS,32,6.1NRT,287.91,5.81,N
-19.98667,21.72583,317.13,1.01,1,2023-10-07,18,Aqua,MODIS,94,6.1NRT,288.67,16.07,N
-19.97772,21.72726,308.46,1.01,1,2023-10-07,18,Aqua,MODIS,47,6.1NRT,287.81,9.31,N
-19.97633,21.71776,321.38,1.01,1,2023-10-07,18,Aqua,MODIS,100,6.1NRT,289.12,20.13,N
-19.94342,25.66337,303.12,1.5,1.21,2023-10-07,18,Aqua,MODIS,53,6.1NRT,291.18,10.47,N
-19.93361,21.67603,309.94,1.01,1,2023-10-07,18,Aqua,MODIS,79,6.1NRT,288.77,11.16,N
-19.92429,21.67437,311.37,1,1,2023-10-07,18,Aqua,MODIS,61,6.1NRT,288.79,11.32,N
-19.9229,21.6649,307.16,1,1,2023-10-07,18,Aqua,MODIS,35,6.1NRT,288.79,8.46,N
-19.91395,21.66633,304.63,1,1,2023-10-07,18,Aqua,MODIS,12,6.1NRT,287.81,6.75,N
-19.91256,21.65686,327.46,1,1,2023-10-07,18,Aqua,MODIS,100,6.1NRT,290.08,27.42,N
-18.65045,22.54292,300.32,1.03,1.01,2023-10-07,18,Aqua,MODIS,25,6.1NRT,287.87,5.76,N
-18.58109,21.62054,310.69,1,1,2023-10-07,18,Aqua,MODIS,81,6.1NRT,287.87,11.88,N
-18.57971,21.61119,310.57,1,1,2023-10-07,18,Aqua,MODIS,80,6.1NRT,287.23,11.79,N
-18.55294,21.61548,315.35,1,1,2023-10-07,18,Aqua,MODIS,91,6.1NRT,287.96,15.56,N
-17.78331,20.5582,312.16,1.03,1.02,2023-10-07,18,Aqua,MODIS,84,6.1NRT,290.29,12.6,N
-17.78182,20.54858,323.18,1.04,1.02,2023-10-07,18,Aqua,MODIS,100,6.1NRT,291.56,23.17,N
-16.40539,29.01436,317.46,2.36,1.48,2023-10-07,18,Aqua,MODIS,95,6.1NRT,296.28,45.24,N
-16.40285,28.99306,306.43,2.35,1.48,2023-10-07,18,Aqua,MODIS,14,6.1NRT,296.09,16.29,N
-16.40205,29.00968,318.09,2.36,1.48,2023-10-07,18,Aqua,MODIS,96,6.1NRT,296.59,47.17,N
-16.38873,29.01091,309.6,2.36,1.48,2023-10-07,18,Aqua,MODIS,50,6.1NRT,295.73,23.58,N
-16.37884,29.01766,319.29,2.36,1.48,2023-10-07,18,Aqua,MODIS,98,6.1NRT,295.7,52.27,N
-16.37783,29.03431,308.74,2.37,1.49,2023-10-07,18,Aqua,MODIS,42,6.1NRT,295.48,21.51,N
-16.3755,29.01308,312.57,2.36,1.48,2023-10-07,18,Aqua,MODIS,83,6.1NRT,294.97,31.36,N
-16.26061,25.86582,305.46,1.38,1.16,2023-10-07,18,Aqua,MODIS,64,6.1NRT,288.18,12.7,N
-16.25892,25.85299,300.53,1.38,1.16,2023-10-07,18,Aqua,MODIS,29,6.1NRT,287.87,8.4,N
-16.18614,25.86283,302.06,1.38,1.16,2023-10-07,18,Aqua,MODIS,25,6.1NRT,289.63,8.55,N
-16.17078,25.88371,311.96,1.38,1.16,2023-10-07,18,Aqua,MODIS,84,6.1NRT,289.47,18.41,N
-16.13292,25.83676,301.46,1.37,1.16,2023-10-07,18,Aqua,MODIS,41,6.1NRT,290.71,8.06,N
-16.13127,25.82405,305.06,1.37,1.16,2023-10-07,18,Aqua,MODIS,63,6.1NRT,291.01,11.17,N
-15.783,17.01119,308.58,1.72,1.29,2023-10-07,18,Aqua,MODIS,74,6.1NRT,275.48,27.62,N
-15.74075,23.17555,300.32,1.03,1.01,2023-10-07,18,Aqua,MODIS,23,6.1NRT,289.18,5.95,N
-15.36508,25.65236,309.13,1.31,1.13,2023-10-07,18,Aqua,MODIS,76,6.1NRT,292.66,11.99,N
-14.61439,25.89824,301.79,1.32,1.14,2023-10-07,18,Aqua,MODIS,22,6.1NRT,289.72,7.09,N
-14.60421,25.89964,302.94,1.32,1.14,2023-10-07,18,Aqua,MODIS,37,6.1NRT,289.85,7.96,N
-13.57868,20.46673,318.46,1.13,1.06,2023-10-07,18,Aqua,MODIS,97,6.1NRT,289.41,21.29,N
-29.88557,27.14736,301.21,2.61,1.55,2023-10-07,20,Aqua,MODIS,39,6.1NRT,284.09,28.92,N
-29.59329,27.81766,306.49,2.88,1.62,2023-10-07,20,Aqua,MODIS,68,6.1NRT,285.75,44.15,N
-29.59281,27.82562,300.72,2.88,1.62,2023-10-07,20,Aqua,MODIS,22,6.1NRT,285.43,26.09,N
-29.59039,27.7971,305.87,2.87,1.62,2023-10-07,20,Aqua,MODIS,66,6.1NRT,285.78,40.06,N
-27.93192,23.1264,315.8,1.33,1.14,2023-10-07,20,Aqua,MODIS,92,6.1NRT,288.16,23.05,N
-27.93035,23.11299,360.22,1.33,1.14,2023-10-07,20,Aqua,MODIS,100,6.1NRT,292.86,133.41,N
-27.9201,23.11449,302.15,1.33,1.14,2023-10-07,20,Aqua,MODIS,9,6.1NRT,288.79,8.94,N
-27.90761,23.08145,319.67,1.32,1.14,2023-10-07,20,Aqua,MODIS,99,6.1NRT,290.54,28.37,N
-27.90598,23.06821,303.78,1.32,1.14,2023-10-07,20,Aqua,MODIS,57,6.1NRT,288.05,10.54,N
-27.89738,23.08292,320.17,1.32,1.14,2023-10-07,20,Aqua,MODIS,100,6.1NRT,291.08,28.84,N
-27.89577,23.06973,322.99,1.32,1.14,2023-10-07,20,Aqua,MODIS,100,6.1NRT,290.61,33.24,N
-27.86195,23.04786,305.44,1.31,1.14,2023-10-07,20,Aqua,MODIS,64,6.1NRT,287.89,11.69,N
-27.81805,23.02759,307.7,1.31,1.13,2023-10-07,20,Aqua,MODIS,72,6.1NRT,289.33,12.85,N
-27.81546,23.15634,306.14,1.33,1.14,2023-10-07,20,Aqua,MODIS,63,6.1NRT,287.37,13.11,N
-27.79083,26.35386,343.13,2.15,1.43,2023-10-07,20,Aqua,MODIS,100,6.1NRT,286.8,160.04,N
-27.7887,26.33212,318.56,2.15,1.42,2023-10-07,20,Aqua,MODIS,97,6.1NRT,283.17,59.96,N
-27.78308,23.14751,309.19,1.33,1.14,2023-10-07,20,Aqua,MODIS,52,6.1NRT,287.78,14.6,N
-27.778,26.35536,301.42,2.15,1.43,2023-10-07,20,Aqua,MODIS,41,6.1NRT,282.03,23.84,N
-27.77589,26.33365,329.63,2.15,1.42,2023-10-07,20,Aqua,MODIS,100,6.1NRT,284.44,98.23,N
-27.77124,23.13567,309,1.32,1.14,2023-10-07,20,Aqua,MODIS,64,6.1NRT,288.8,15.04,N
-27.761,23.13719,336.31,1.32,1.14,2023-10-07,20,Aqua,MODIS,100,6.1NRT,288.61,58.35,N
-26.97696,23.20131,300.22,1.31,1.13,2023-10-07,20,Aqua,MODIS,20,6.1NRT,287.01,8.21,N
-26.95574,23.69134,331.4,1.39,1.17,2023-10-07,20,Aqua,MODIS,100,6.1NRT,287.62,53.95,N
-26.95407,23.67741,322.11,1.39,1.17,2023-10-07,20,Aqua,MODIS,100,6.1NRT,286.87,35.51,N
-25.82387,24.74339,304.18,1.57,1.23,2023-10-07,20,Aqua,MODIS,31,6.1NRT,290.51,12.03,N
-25.8128,24.74499,302.93,1.57,1.23,2023-10-07,20,Aqua,MODIS,13,6.1NRT,290.07,10.34,N
-24.78367,26.84755,304.65,2.13,1.42,2023-10-07,20,Aqua,MODIS,61,6.1NRT,289.71,20.69,N
-24.78231,26.83375,324.57,2.12,1.42,2023-10-07,20,Aqua,MODIS,100,6.1NRT,290.19,71.18,N
-24.78161,26.82673,321.22,2.12,1.42,2023-10-07,20,Aqua,MODIS,100,6.1NRT,290.11,60.02,N
-24.2625,26.57865,311.25,2,1.38,2023-10-07,20,Aqua,MODIS,82,6.1NRT,293.51,27.62,N
-24.25216,26.59982,315.11,2.01,1.38,2023-10-07,20,Aqua,MODIS,91,6.1NRT,292.8,36.82,N
-24.20565,27.26996,306.08,2.24,1.45,2023-10-07,20,Aqua,MODIS,39,6.1NRT,287.52,24.43,N
-24.20393,27.26493,311,2.24,1.45,2023-10-07,20,Aqua,MODIS,81,6.1NRT,288.79,37,N
-24.20333,27.24812,316.2,2.23,1.45,2023-10-07,20,Aqua,MODIS,93,6.1NRT,290.46,48.28,N
-24.20177,27.24307,307.75,2.23,1.45,2023-10-07,20,Aqua,MODIS,72,6.1NRT,289.49,28.93,N
-23.81557,21.021,300.88,1.01,1.01,2023-10-07,20,Aqua,MODIS,33,6.1NRT,288.17,5.67,N
-23.8094,21.04216,302.52,1.01,1.01,2023-10-07,20,Aqua,MODIS,49,6.1NRT,286.95,6.98,N
-23.72746,21.89401,304.89,1.06,1.03,2023-10-07,20,Aqua,MODIS,17,6.1NRT,288.48,7.13,N
-23.72603,21.88374,308.8,1.06,1.03,2023-10-07,20,Aqua,MODIS,19,6.1NRT,290.14,9.24,N
-23.72173,21.85299,311.56,1.05,1.03,2023-10-07,20,Aqua,MODIS,75,6.1NRT,291.36,12.04,N
-23.71828,21.89548,309.14,1.06,1.03,2023-10-07,20,Aqua,MODIS,57,6.1NRT,288.74,10.12,N
-23.71684,21.88521,308.92,1.06,1.03,2023-10-07,20,Aqua,MODIS,30,6.1NRT,289.48,9.19,N
-23.70338,21.85592,304.04,1.05,1.03,2023-10-07,20,Aqua,MODIS,12,6.1NRT,289.29,6.42,N
-23.54191,26.63714,302,1.98,1.37,2023-10-07,20,Aqua,MODIS,34,6.1NRT,289.67,15.62,N
-22.85504,24.05953,336.35,1.3,1.13,2023-10-07,20,Aqua,MODIS,100,6.1NRT,297.29,56.2,N
-22.85347,24.04697,306.9,1.3,1.13,2023-10-07,20,Aqua,MODIS,70,6.1NRT,290.95,12.2,N
-22.84958,24.0988,306.06,1.31,1.13,2023-10-07,20,Aqua,MODIS,27,6.1NRT,290.77,10.28,N
-22.84802,24.08617,306.21,1.31,1.13,2023-10-07,20,Aqua,MODIS,15,6.1NRT,291.14,9.82,N
-22.84646,24.07357,328.25,1.3,1.13,2023-10-07,20,Aqua,MODIS,100,6.1NRT,294.42,38.49,N
-22.8449,24.06098,313.27,1.3,1.13,2023-10-07,20,Aqua,MODIS,26,6.1NRT,293.33,17.2,N
-22.07931,22.54974,310.31,1.08,1.04,2023-10-07,20,Aqua,MODIS,80,6.1NRT,292.38,12.18,N
-22.0779,22.53937,313.98,1.08,1.04,2023-10-07,20,Aqua,MODIS,88,6.1NRT,292.18,15.56,N
-22.07287,22.5469,332.04,1.08,1.04,2023-10-07,20,Aqua,MODIS,100,6.1NRT,294.55,35.77,N
-22.07143,22.53654,313.66,1.08,1.04,2023-10-07,20,Aqua,MODIS,87,6.1NRT,292.1,13.84,N
-22.06359,22.54833,318.37,1.08,1.04,2023-10-07,20,Aqua,MODIS,97,6.1NRT,292.11,18.53,N
-22.05431,22.54977,314.04,1.08,1.04,2023-10-07,20,Aqua,MODIS,75,6.1NRT,291.86,13.97,N
-22.05002,22.51872,311.16,1.08,1.04,2023-10-07,20,Aqua,MODIS,60,6.1NRT,290.42,11.96,N
-22.04076,22.52015,308.68,1.08,1.04,2023-10-07,20,Aqua,MODIS,61,6.1NRT,288.9,10.66,N
-22.03149,22.38512,303.61,1.07,1.03,2023-10-07,20,Aqua,MODIS,12,6.1NRT,290.08,6.2,N
-22.00934,22.5673,324.21,1.08,1.04,2023-10-07,20,Aqua,MODIS,100,6.1NRT,292.05,25.21,N
-22.00793,22.55693,306.76,1.08,1.04,2023-10-07,20,Aqua,MODIS,23,6.1NRT,288.21,9.06,N
-22.00147,22.57911,332.23,1.08,1.04,2023-10-07,20,Aqua,MODIS,100,6.1NRT,292.23,35.76,N
-22.00006,22.56873,312.55,1.08,1.04,2023-10-07,20,Aqua,MODIS,27,6.1NRT,289.85,12.64,N
-21.99219,22.58054,317.04,1.08,1.04,2023-10-07,20,Aqua,MODIS,66,6.1NRT,292.42,17.24,N
-21.986,22.58717,312.3,1.08,1.04,2023-10-07,20,Aqua,MODIS,82,6.1NRT,293.58,13.35,N
-21.97671,22.5886,310.18,1.08,1.04,2023-10-07,20,Aqua,MODIS,54,6.1NRT,293.34,11.42,N
-21.96743,22.59003,328.57,1.08,1.04,2023-10-07,20,Aqua,MODIS,100,6.1NRT,293.98,31.04,N
-21.966,22.57967,312.93,1.08,1.04,2023-10-07,20,Aqua,MODIS,76,6.1NRT,290.11,13.67,N
-21.95814,22.59147,303.82,1.08,1.04,2023-10-07,20,Aqua,MODIS,20,6.1NRT,291.13,7.05,N
-21.94886,22.5929,305.2,1.08,1.04,2023-10-07,20,Aqua,MODIS,16,6.1NRT,290.24,7.75,N
-21.9196,22.58683,310.89,1.08,1.04,2023-10-07,20,Aqua,MODIS,43,6.1NRT,290.6,11.87,N
-21.91032,22.58827,304.47,1.08,1.04,2023-10-07,20,Aqua,MODIS,33,6.1NRT,289.52,7.94,N
-16.26382,-39.46676,301.27,2.58,1.54,2023-10-07,20,Terra,MODIS,39,6.1NRT,291.19,15.07,N
-16.26129,-39.44312,313.79,2.57,1.54,2023-10-07,20,Terra,MODIS,88,6.1NRT,291.5,47.94,N
-10.58281,-36.893,305.99,1.37,1.16,2023-10-07,20,Terra,MODIS,66,6.1NRT,292.7,9.9,N
-10.5812,-36.88062,310.62,1.37,1.16,2023-10-07,20,Terra,MODIS,80,6.1NRT,291.82,15.34,N
-9.73676,-43.67368,311.37,4.47,1.94,2023-10-07,20,Terra,MODIS,79,6.1NRT,294.11,77.2,N
-9.73481,-43.68089,312.2,4.47,1.94,2023-10-07,20,Terra,MODIS,82,6.1NRT,294.46,83.94,N
-9.58768,-35.90991,305.58,1.17,1.08,2023-10-07,20,Terra,MODIS,65,6.1NRT,289.44,8.4,N
-8.53681,-42.41634,349.84,3.41,1.74,2023-10-07,20,Terra,MODIS,100,6.1NRT,300.56,347.26,N
-8.53307,-42.38562,326.34,3.39,1.74,2023-10-07,20,Terra,MODIS,100,6.1NRT,299.36,122.42,N
-7.72728,-42.47948,307.46,3.35,1.73,2023-10-07,20,Terra,MODIS,55,6.1NRT,296.29,26.08,N
-7.26962,-40.59774,306.38,2.33,1.48,2023-10-07,20,Terra,MODIS,62,6.1NRT,296.05,13.75,N
-7.267,-40.59261,315.03,2.33,1.48,2023-10-07,20,Terra,MODIS,89,6.1NRT,296.18,36,N
-7.26686,-40.57701,318.79,2.32,1.47,2023-10-07,20,Terra,MODIS,97,6.1NRT,296.25,47.74,N
-7.26442,-40.572,312.91,2.32,1.47,2023-10-07,20,Terra,MODIS,84,6.1NRT,296.05,30.88,N
-7.22686,-40.27724,318.34,2.19,1.44,2023-10-07,20,Terra,MODIS,96,6.1NRT,294.28,45.29,N
-7.22674,-40.27184,327.15,2.19,1.44,2023-10-07,20,Terra,MODIS,100,6.1NRT,294.71,75.57,N
-7.22427,-40.25229,307.17,2.19,1.43,2023-10-07,20,Terra,MODIS,65,6.1NRT,293.79,18.89,N
-7.22426,-40.25777,318.97,2.19,1.43,2023-10-07,20,Terra,MODIS,98,6.1NRT,294.28,47.04,N
-7.05973,-40.09356,307.72,2.11,1.41,2023-10-07,20,Terra,MODIS,68,6.1NRT,294.61,16.97,N
-7.02229,-40.09947,313.36,2.11,1.41,2023-10-07,20,Terra,MODIS,85,6.1NRT,294.51,28.79,N
-7.02081,-40.10534,310.01,2.11,1.41,2023-10-07,20,Terra,MODIS,77,6.1NRT,294.11,21.47,N
-6.90151,-39.30952,306.98,1.82,1.32,2023-10-07,20,Terra,MODIS,64,6.1NRT,294.62,11.37,N
-6.56807,-35.26512,312.78,1.04,1.02,2023-10-07,20,Terra,MODIS,86,6.1NRT,293.74,11.22,N
-6.77415,-43.30878,325.41,3.78,1.82,2023-10-07,22,Terra,MODIS,100,6.1NRT,295.84,137.69,N
-6.76993,-43.27583,309.72,3.75,1.81,2023-10-07,22,Terra,MODIS,49,6.1NRT,295.16,39.92,N
-6.76612,-43.30297,342.24,3.78,1.82,2023-10-07,22,Terra,MODIS,100,6.1NRT,296.75,299.09,N
-6.75803,-43.31061,343.41,3.78,1.82,2023-10-07,22,Terra,MODIS,100,6.1NRT,296.62,315.37,N
-6.75396,-43.33802,325.25,3.8,1.82,2023-10-07,22,Terra,MODIS,100,6.1NRT,295.27,130.96,N
-6.75389,-43.27797,309.68,3.75,1.81,2023-10-07,22,Terra,MODIS,33,6.1NRT,295.48,37.18,N
-6.75003,-43.30502,364.04,3.78,1.82,2023-10-07,22,Terra,MODIS,100,6.1NRT,297.97,640.42,N
-6.74606,-43.3455,313.96,3.8,1.82,2023-10-07,22,Terra,MODIS,64,6.1NRT,294.89,59.48,N
-6.74194,-43.31269,368.6,3.78,1.82,2023-10-07,22,Terra,MODIS,100,6.1NRT,297.93,739.4,N
-6.73778,-43.27953,318.67,3.75,1.81,2023-10-07,22,Terra,MODIS,97,6.1NRT,296.01,85.1,N
-6.72583,-43.31458,319.01,3.78,1.82,2023-10-07,22,Terra,MODIS,98,6.1NRT,294.47,91.38,N
-6.24289,-44.36733,306.48,4.5,1.95,2023-10-07,22,Terra,MODIS,68,6.1NRT,294.63,39.44,N
-6.24114,-44.3729,306.96,4.5,1.95,2023-10-07,22,Terra,MODIS,68,6.1NRT,294.75,46.1,N
-6.15229,-43.85317,303.52,4.08,1.87,2023-10-07,22,Terra,MODIS,24,6.1NRT,292.62,29.62,N
-6.14758,-43.81753,312.52,4.05,1.87,2023-10-07,22,Terra,MODIS,84,6.1NRT,292.34,74.22,N
-6.14113,-43.84747,304.88,4.08,1.87,2023-10-07,22,Terra,MODIS,39,6.1NRT,292.76,34.94,N
-6.13683,-43.81276,304.8,4.05,1.87,2023-10-07,22,Terra,MODIS,37,6.1NRT,291.67,33.48,N
-6.10512,-44.7271,307.58,4.79,2,2023-10-07,22,Terra,MODIS,36,6.1NRT,290.34,57.24,N
-6.10011,-44.68494,319.19,4.75,1.99,2023-10-07,22,Terra,MODIS,98,6.1NRT,294.19,144.14,N
-6.09996,-44.68956,322.37,4.75,1.99,2023-10-07,22,Terra,MODIS,100,6.1NRT,294.13,177.78,N
-6.08765,-44.73462,312.79,4.79,2,2023-10-07,22,Terra,MODIS,72,6.1NRT,290.03,94.18,N
-6.08238,-44.69218,338.81,4.75,1.99,2023-10-07,22,Terra,MODIS,100,6.1NRT,294.69,378.36,N
-6.08236,-44.69898,333,4.75,1.99,2023-10-07,22,Terra,MODIS,100,6.1NRT,294.6,295.92,N
-6.0648,-44.70177,311.55,4.75,1.99,2023-10-07,22,Terra,MODIS,60,6.1NRT,293.49,83.46,N
-6.0648,-44.69491,312.51,4.75,1.99,2023-10-07,22,Terra,MODIS,83,6.1NRT,293.67,91.85,N
-5.41023,-43.6713,303.98,3.85,1.83,2023-10-07,22,Terra,MODIS,50,6.1NRT,293.74,28.05,N
-5.3629,-43.75277,321.7,3.9,1.84,2023-10-07,22,Terra,MODIS,100,6.1NRT,293.8,126.2,N
-5.35802,-43.78242,307.96,3.92,1.84,2023-10-07,22,Terra,MODIS,69,6.1NRT,293.37,43.69,N
-5.35377,-43.74778,325.09,3.9,1.84,2023-10-07,22,Terra,MODIS,100,6.1NRT,293.7,151.23,N
-5.34661,-43.75486,308.74,3.9,1.84,2023-10-07,22,Terra,MODIS,72,6.1NRT,293.12,50.77,N
-5.28718,-41.63584,307.52,2.63,1.56,2023-10-07,22,Terra,MODIS,67,6.1NRT,296.32,19.73,N
-5.28092,-41.64333,307.91,2.63,1.56,2023-10-07,22,Terra,MODIS,69,6.1NRT,295.93,22.34,N
-4.9991,-37.1066,305.7,1.2,1.09,2023-10-07,22,Terra,MODIS,53,6.1NRT,295.21,5.49,N
-4.99764,-37.09592,311.11,1.2,1.09,2023-10-07,22,Terra,MODIS,77,6.1NRT,295.21,10.21,N
-4.90647,-44.38888,302.57,4.31,1.92,2023-10-07,22,Terra,MODIS,13,6.1NRT,289.26,22,N
-4.90182,-44.35159,373.88,4.28,1.91,2023-10-07,22,Terra,MODIS,100,6.1NRT,296.58,1045.21,N
-4.89797,-44.35862,375.8,4.28,1.91,2023-10-07,22,Terra,MODIS,100,6.1NRT,296.5,1102.72,N
-4.89714,-44.31409,393.87,4.25,1.91,2023-10-07,22,Terra,MODIS,100,6.1NRT,298.18,1751.34,N
-4.89306,-44.32126,412.94,4.25,1.91,2023-10-07,22,Terra,MODIS,100,6.1NRT,300.59,2733.92,N
-4.88488,-44.35365,374.34,4.28,1.91,2023-10-07,22,Terra,MODIS,100,6.1NRT,296.15,1057.91,N
-4.88155,-43.21537,308.11,3.47,1.75,2023-10-07,22,Terra,MODIS,69,6.1NRT,294.21,34.78,N
-4.88104,-44.36077,322.32,4.28,1.91,2023-10-07,22,Terra,MODIS,100,6.1NRT,294.59,145.67,N
-4.88033,-44.31675,361.24,4.25,1.91,2023-10-07,22,Terra,MODIS,100,6.1NRT,295.3,705.31,N
-4.87624,-44.32386,321.13,4.25,1.91,2023-10-07,22,Terra,MODIS,100,6.1NRT,294.34,133.07,N
-4.87044,-43.22211,310.33,3.47,1.75,2023-10-07,22,Terra,MODIS,77,6.1NRT,294.08,43.75,N
-4.86632,-43.19167,307.35,3.45,1.75,2023-10-07,22,Terra,MODIS,67,6.1NRT,294.4,30.67,N
-4.86604,-43.21752,306.3,3.47,1.75,2023-10-07,22,Terra,MODIS,62,6.1NRT,294.12,27.02,N
-4.76478,-43.59518,306.25,3.71,1.8,2023-10-07,22,Terra,MODIS,63,6.1NRT,294.69,29.1,N
-4.65779,-43.78944,309.19,3.82,1.83,2023-10-07,22,Terra,MODIS,74,6.1NRT,293.66,51.04,N
-4.64927,-43.78321,308.26,3.82,1.83,2023-10-07,22,Terra,MODIS,71,6.1NRT,293.66,45.73,N
-4.64341,-41.1802,309.09,2.36,1.48,2023-10-07,22,Terra,MODIS,57,6.1NRT,296.87,18.24,N
-4.62264,-41.22566,307.69,2.38,1.49,2023-10-07,22,Terra,MODIS,9,6.1NRT,297.16,15.36,N
-4.61828,-44.29898,304.29,4.19,1.9,2023-10-07,22,Terra,MODIS,52,6.1NRT,293.17,29.05,N
-4.61066,-44.33313,307.39,4.22,1.9,2023-10-07,22,Terra,MODIS,68,6.1NRT,293.31,43.83,N
-4.60604,-44.29601,304.88,4.19,1.9,2023-10-07,22,Terra,MODIS,57,6.1NRT,293.04,30.83,N
-4.1783,-44.27577,305.07,4.11,1.88,2023-10-07,22,Terra,MODIS,57,6.1NRT,293.36,29.19,N
-3.57405,-38.86418,304.65,1.5,1.21,2023-10-07,22,Terra,MODIS,61,6.1NRT,291.12,7.98,N
-3.50247,-44.22639,303.9,3.97,1.85,2023-10-07,22,Terra,MODIS,51,6.1NRT,292.62,27.82,N
35.33311,138.77579,301.2,1.05,1.02,2023-10-07,102,Terra,MODIS,0,6.1NRT,286.78,5.45,D
35.35032,139.87059,310.98,1,1,2023-10-07,102,Terra,MODIS,0,6.1NRT,298.03,5.76,D
35.93483,140.68228,323.7,1,1,2023-10-07,102,Terra,MODIS,0,6.1NRT,302.47,15.37,D
27.24384,140.87909,316.5,1.16,1.07,2023-10-07,105,Terra,MODIS,66,6.1NRT,299.31,12.3,D
-2.58051,121.39421,312,4.54,1.96,2023-10-07,111,Terra,MODIS,33,6.1NRT,291.17,52.37,D
-1.45837,127.44005,316.19,1.58,1.24,2023-10-07,111,Terra,MODIS,0,6.1NRT,297.97,14.64,D
1.70683,127.88273,311.7,1.64,1.26,2023-10-07,111,Terra,MODIS,50,6.1NRT,296.7,9.62,D
-9.06159,125.46343,316.56,1.66,1.27,2023-10-07,113,Terra,MODIS,64,6.1NRT,301.08,12.35,D
-8.23262,124.07834,313.57,2.19,1.44,2023-10-07,113,Terra,MODIS,58,6.1NRT,300.36,26.73,D
-3.87253,122.41113,314.71,3.57,1.77,2023-10-07,113,Terra,MODIS,52,6.1NRT,295.34,48.64,D
-15.6299,136.03984,325.35,2.49,1.52,2023-10-07,115,Terra,MODIS,60,6.1NRT,308.65,35.66,D
-15.62226,136.04726,323.32,2.49,1.52,2023-10-07,115,Terra,MODIS,57,6.1NRT,308.63,27.39,D
-15.61452,135.97917,327.65,2.46,1.51,2023-10-07,115,Terra,MODIS,74,6.1NRT,308.73,48.71,D
-14.46021,129.65385,326,1.01,1,2023-10-07,115,Terra,MODIS,63,6.1NRT,310.96,8.48,D
-14.19593,132.07176,327.23,1.23,1.1,2023-10-07,115,Terra,MODIS,74,6.1NRT,309.67,15.28,D
-14.00544,135.01067,322.59,1.96,1.37,2023-10-07,115,Terra,MODIS,58,6.1NRT,306.56,16.8,D
-14.00333,134.99301,323.02,1.95,1.36,2023-10-07,115,Terra,MODIS,61,6.1NRT,306.27,19.12,D
-13.78911,134.63141,326.27,1.82,1.32,2023-10-07,115,Terra,MODIS,67,6.1NRT,309.63,19.06,D
